track,reference,stat,lo,hi
D_BW_ENCSR350RYG,all,std,-0.008006978828935408,0.008810255261342017
D_BW_ENCSR350RYG,all,mad,-0.003522723913192749,0.004200249910354614
D_BW_ENCSR350RYG,benign,std,-0.007163606537081812,0.008264857184306744
D_BW_ENCSR350RYG,benign,mad,-0.003174692392349243,0.003827005624771118
D_BW_ENCSR784AQY,all,std,-0.008191107209040645,0.007618991249319376
D_BW_ENCSR784AQY,all,mad,-0.0024340450763702393,0.0024278461933135986
D_BW_ENCSR784AQY,benign,std,-0.006862753530949682,0.007167546874534444
D_BW_ENCSR784AQY,benign,mad,-0.0023176372051239014,0.0023353397846221924
D_BW_ENCSR460SEN,all,std,-0.013348835019243204,0.013486784188338454
D_BW_ENCSR460SEN,all,mad,-0.004599899053573608,0.004630357027053833
D_BW_ENCSR460SEN,benign,std,-0.010604526988064376,0.011172863395662643
D_BW_ENCSR460SEN,benign,mad,-0.003904193639755249,0.004005104303359985
D_BW_ENCSR052WRV,all,std,-0.009342069661401775,0.009399570055058013
D_BW_ENCSR052WRV,all,mad,-0.003282517194747925,0.003282517194747925
